name,remoteURL
uNetworking/uWebSockets.js,https://github.com/uNetworking/uWebSockets.js
uber-archive/pyflame,https://github.com/uber-archive/pyflame
upx/upx,https://github.com/upx/upx
v8/v8,https://github.com/v8/v8
vcmi/vcmi,https://github.com/vcmi/vcmi
versatica/mediasoup,https://github.com/versatica/mediasoup
vesoft-inc/nebula,https://github.com/vesoft-inc/nebula
vnotex/vnote,https://github.com/vnotex/vnote
wang-bin/QtAV,https://github.com/wang-bin/QtAV
wang-xinyu/tensorrtx,https://github.com/wang-xinyu/tensorrtx
wangyu-/udp2raw,https://github.com/wangyu-/udp2raw
weolar/miniblink49,https://github.com/weolar/miniblink49
